Biracko mjesto:;BPS - SEFER HALILOVIc;STRANKA ZA BOSNU I HERCEGOVINU;SDP - SOCIJALDEMOKRATSKA PARTIJA BIH;HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE;DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH;DEMOKRATSKA STRANKA INVALIDA BIH;BOSS - BOSANSKA STRANKA - MIRNES AJANOVIc;SDA - STRANKA DEMOKRATSKE AKCIJE;HSS - NHI;NARODNA STRANKA RADOM ZA BOLJITAK;STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE;????? ?????????? ???????????????? - ???? - ??????? ?????;SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE;STRANKA UDRUzENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE;STRANKA DEMOKRATSKE AKTIVNOSTI A-sda;STRANKA ZA NAROD BOSNE I HERCEGOVINE;SAVEZ ZA BOLJU BUDUcNOST BIH - SBB BIH FAHRUDIN RADONcIc;PARTIJA PRAVOG PUTA;TVOJA I MOJA - TIM STRANKA U BIH;STRANKA KOKUZA - SKOK;NASA STRANKA - NOVA SOCIJALISTIcKA PARTIJA ZDRAVKO KRSMANOVIc;HRVATSKA KOALICIJA HDZ 1990 - HSP BIH;LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOSKA STRANKA E-5;KOALICIJA PREOKRET: GDS BIH I NEP BIH;Ukupno za biracko mjesto:
094A022;15;41;139;16;0;0;9;129;0;35;12;0;1;0;1;4;61;0;0;13;1;1;0;0;478
094A023;0;19;35;1;0;0;2;88;0;30;2;0;0;0;1;1;24;0;0;0;0;1;1;0;205
094A024;3;0;41;114;1;0;1;12;0;17;1;0;0;0;0;0;11;0;0;2;0;11;0;0;214
094A025;4;12;21;2;0;0;7;93;0;2;1;0;0;1;1;1;30;0;0;2;0;0;0;0;177
094A026;117;52;23;2;0;2;0;390;0;14;3;0;0;0;4;0;12;0;0;0;0;0;1;0;620
094A027;67;17;12;0;0;0;0;188;0;1;1;0;0;0;4;0;14;1;0;0;0;0;0;0;305
094A028;21;21;89;2;0;1;1;106;0;31;0;0;2;2;2;3;72;0;0;8;0;0;0;2;363
094A029;2;7;69;39;2;1;0;44;1;14;9;0;0;1;1;0;17;0;0;1;1;5;0;0;214
094A030;10;34;127;5;0;0;16;102;0;10;3;0;0;0;5;8;55;1;0;7;0;0;0;0;383
094A031;12;20;111;1;1;0;8;154;0;12;5;0;1;1;5;6;29;0;0;5;0;0;0;0;371
094A032;4;51;45;5;0;0;5;74;0;5;9;0;0;2;2;0;44;0;0;1;0;0;0;0;247
094A033;23;10;6;0;0;0;3;118;0;5;0;0;0;0;3;0;7;0;0;0;0;0;0;0;175
094A034;4;7;11;0;0;0;0;61;0;9;9;0;0;0;0;1;27;0;0;1;0;0;0;0;130
094A035;16;65;132;5;1;0;22;242;1;18;4;0;0;0;1;1;47;3;0;2;4;2;0;1;567
094A036;1;7;61;0;0;0;3;209;0;1;3;0;0;2;1;0;11;0;0;0;0;0;0;0;299
094A037;6;11;36;5;0;0;1;41;0;13;5;0;1;0;0;0;16;0;0;0;0;0;1;0;136
094A038;0;2;11;69;0;0;0;11;0;10;1;0;0;0;0;1;1;0;0;3;1;3;0;0;113
094A039;5;23;80;2;0;1;5;121;0;9;3;0;0;0;1;3;40;1;0;7;0;0;0;0;301
094A040;11;26;97;6;0;0;8;226;0;43;2;2;2;0;6;1;56;0;0;5;1;1;0;0;493
094A041;3;28;157;23;1;0;5;106;0;28;9;0;1;0;1;12;36;0;0;4;2;6;0;0;422
094A042;3;18;72;12;0;1;5;58;0;10;2;2;1;0;5;3;38;1;0;2;0;0;1;3;237
094A043;5;28;128;18;0;0;3;77;0;10;6;0;1;0;1;1;45;1;0;4;4;2;0;2;336
094A044;0;3;24;0;0;0;1;69;0;0;2;0;0;0;0;9;4;0;0;0;0;0;0;0;112
094A045;5;31;132;21;1;2;7;176;0;31;7;2;0;0;5;4;53;0;0;9;1;2;0;0;489
094A046;18;26;123;3;0;0;10;174;2;29;5;0;0;2;4;1;66;0;0;8;0;1;1;0;473
094A047;10;46;101;24;0;1;8;157;0;27;7;0;0;0;1;1;68;0;0;15;1;2;1;0;470
094A048;10;37;202;1;1;0;7;133;0;65;4;0;0;2;1;1;80;0;0;13;0;0;0;3;560
094A049;16;28;95;10;0;0;1;75;0;16;4;0;0;1;1;4;62;0;0;9;1;3;0;0;326
094A050;7;33;94;1;1;0;2;92;0;45;3;0;1;0;3;11;49;1;0;7;0;1;0;1;352
094A051;2;40;67;5;0;0;1;129;0;5;1;0;1;0;2;1;33;0;0;3;1;1;0;0;292
094A052;0;17;28;6;0;0;0;99;0;15;0;0;0;0;2;1;10;0;0;0;0;1;0;0;179
094A053;10;14;128;7;0;0;3;74;0;24;14;0;0;0;3;3;29;2;0;6;3;3;0;0;323
094A054;9;23;91;3;0;0;7;116;0;8;5;0;0;0;1;1;76;1;1;4;0;0;0;0;346
094A055;1;5;8;0;0;0;0;134;0;33;0;0;0;0;0;0;7;0;1;0;0;0;0;0;189
094A056;6;20;84;6;1;0;10;53;0;17;2;0;0;2;0;0;89;0;0;1;1;0;1;0;293
095A000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
095A001;5;7;71;110;0;0;5;24;12;16;13;4;0;0;0;0;47;0;0;3;12;19;0;0;348
095A002;9;10;97;68;0;1;11;47;20;14;8;0;0;0;7;1;78;1;0;4;9;13;0;0;398
095A003;4;4;67;56;0;0;9;29;10;5;4;0;1;0;2;0;30;1;0;4;5;5;0;0;236
095A004;7;10;118;78;1;0;12;69;15;14;4;1;0;0;1;1;44;0;1;2;6;11;1;1;397
095A005;2;0;36;53;0;0;2;16;9;6;0;0;1;0;0;1;20;0;0;3;4;7;0;0;160
095A006;15;3;96;26;1;1;4;63;5;13;3;2;0;1;2;2;41;1;0;2;4;5;0;0;290
095A007;11;2;15;78;0;0;3;17;14;3;1;0;0;0;2;1;26;0;0;1;7;9;0;1;191
095A008;8;12;146;0;0;0;4;128;0;6;7;0;1;1;4;0;103;0;0;6;1;1;0;0;428
095A009;26;17;68;1;0;0;8;108;0;13;4;0;0;0;5;2;51;2;0;3;18;0;0;1;327
095A010;23;2;20;1;0;0;14;78;0;14;0;0;0;0;1;0;54;0;0;1;0;0;0;0;208
095A011;1;0;20;62;0;0;0;0;3;25;2;0;0;0;0;1;1;0;0;1;3;7;0;0;126
095A012;1;0;35;113;0;0;1;3;5;9;2;1;0;1;0;0;1;0;0;0;0;8;0;0;180
095A013;22;5;18;1;0;1;2;60;0;2;7;0;0;0;2;1;23;0;0;3;1;0;0;0;148
095A014;23;28;59;0;0;0;4;143;0;42;0;0;0;0;0;3;58;1;0;9;0;0;0;0;370
095A015;6;9;42;0;0;0;2;35;0;12;1;0;0;0;2;0;32;2;0;0;1;0;0;0;144
095A016;0;0;33;71;0;1;0;0;5;0;0;0;0;0;0;0;2;0;0;1;0;5;0;0;118
095A017;4;0;18;1;0;0;0;23;0;16;0;0;0;0;0;0;20;0;0;0;0;0;0;0;82
095A018;15;5;37;1;1;0;4;82;0;4;1;0;0;0;1;0;55;0;0;4;6;0;0;0;216
095A019;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85
095A020;19;7;76;44;0;0;4;47;4;11;10;4;0;1;1;1;75;1;1;2;1;5;0;2;316
096A000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
096A001;6;62;158;1;0;0;3;92;0;10;7;0;0;0;4;1;62;0;0;5;4;0;1;1;417
096A002;2;25;78;2;0;1;2;57;0;8;9;0;0;0;7;2;98;0;0;4;1;0;0;0;296
096A003A;11;49;95;2;4;1;5;95;0;5;2;0;0;0;1;2;27;1;0;6;1;0;0;0;307
096A003B;7;62;50;0;0;1;4;73;0;2;0;3;0;0;2;1;21;1;0;3;0;0;0;0;230
096A004;10;51;83;0;0;0;5;59;0;11;2;0;1;0;0;2;31;0;0;3;0;0;0;0;258
096A005;2;28;67;0;0;0;1;138;0;2;0;0;0;1;10;2;38;0;0;1;0;0;0;0;290
096A006;5;66;44;2;0;0;2;53;0;12;3;1;0;0;17;1;17;1;0;3;3;0;0;0;230
096A007;4;119;88;3;0;0;2;171;0;16;1;0;0;1;5;1;40;0;0;1;0;0;0;0;452
096A008;10;41;79;1;0;1;0;43;0;33;1;0;0;0;2;0;24;2;0;1;0;0;0;0;238
096A009;2;50;49;0;0;0;5;320;0;6;1;0;1;0;2;1;31;0;0;0;0;0;0;0;468
096A010;8;41;207;4;0;2;11;60;0;7;3;0;1;1;0;0;24;0;0;4;0;0;0;0;373
096A011;4;35;60;2;0;1;5;58;0;2;2;0;1;1;1;3;38;0;0;5;0;0;0;0;218
096A012;0;94;66;9;1;0;5;33;0;7;2;0;0;0;2;2;9;1;0;0;0;3;0;0;234
096A013;5;88;163;0;1;1;3;140;0;10;1;2;1;0;5;4;90;1;0;5;13;0;0;1;534
096A014;7;74;26;2;0;0;6;166;0;9;0;0;0;0;4;2;28;0;0;2;0;0;1;1;328
096A015;5;23;17;2;1;0;6;41;0;1;0;1;0;0;3;0;15;0;0;5;3;0;0;0;123
096A016;1;28;41;0;0;0;1;45;0;2;1;0;0;0;0;1;2;0;0;0;0;0;0;0;122
096A017;4;34;28;0;0;0;0;33;0;12;2;0;0;0;2;7;17;0;0;2;1;0;0;0;142
096A018;0;34;23;0;0;0;1;12;0;6;3;0;0;0;0;1;18;0;0;5;0;0;0;0;103
116A000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116A001;20;41;92;3;1;0;3;155;0;52;10;0;1;1;7;4;76;0;0;9;0;0;0;0;475
116A002;38;26;53;1;0;0;1;93;0;22;5;0;0;1;4;3;45;0;0;8;0;1;0;0;301
116A003A;11;30;80;0;1;0;6;101;0;24;5;3;2;0;3;0;42;1;0;5;8;0;1;0;323
116A003B;10;25;98;1;0;0;2;114;0;43;16;0;0;1;3;4;50;0;0;3;9;0;3;4;386
116A004;16;30;161;3;0;0;8;202;0;60;8;1;0;0;20;1;107;0;0;14;4;0;5;1;641
116A005;18;43;67;0;1;3;10;76;0;91;19;0;0;28;5;4;81;1;0;5;1;1;0;0;454
116A006;26;116;79;0;0;0;12;132;0;52;17;0;1;2;20;6;153;3;0;7;0;0;1;0;627
116A007;18;27;85;4;2;0;5;76;1;45;7;0;0;0;10;4;105;1;0;14;0;3;0;0;407
