Biraèko mjesto:;BPS - SEFER HALILOVIÆ;STRANKA ZA BOSNU I HERCEGOVINU;SDP - SOCIJALDEMOKRATSKA PARTIJA BIH;HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE;DEMOKRATSKA STRANKA INVALIDA BIH;BOSS - BOSANSKA STRANKA - MIRNES AJANOVIÆ;?????????????? ???????;SDA - STRANKA DEMOKRATSKE AKCIJE;HSS - NHI;NARODNA STRANKA RADOM ZA BOLJITAK;STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE;????? ?????????? ???????????????? - ???? - ??????? ?????;HRVATSKA DEMOKRATSKA UNIJA BIH;STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE;STRANKA DEMOKRATSKE AKTIVNOSTI A-sda;STRANKA ZA NAROD BOSNE I HERCEGOVINE;HODŽIÆ HAZIM - NEZAVISNI KANDIDAT;SAVEZ ZA BOLJU BUDUÆNOST BIH - SBB BIH FAHRUDIN RADONÈIÆ;PARTIJA PRAVOG PUTA;STRANKA KOKUZA - SKOK;NAŠA STRANKA - NOVA SOCIJALISTIÈKA PARTIJA ZDRAVKO KRSMANOVIÆ;HRVATSKA KOALICIJA HDZ 1990 - HSP BIH;SDU BIH - LDS BIH - E5 - KOALICIJA ZA TUZLANSKI KANTON;KOALICIJA PREOKRET: GDS BIH I NEP BIH;Ukupno za biraèko mjesto:
080A027;55;16;78;0;3;2;0;37;0;33;0;0;0;0;10;1;0;16;2;0;5;0;3;0;261
082A000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
082A001;0;154;67;2;1;5;0;275;0;0;0;0;0;0;0;0;0;21;0;1;0;0;8;12;546
082A002;0;136;3;0;0;0;0;328;0;0;0;0;0;0;0;0;0;23;0;0;0;0;9;2;501
082A003;0;93;30;0;0;0;0;500;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;636
082A004;0;85;15;0;2;2;0;238;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;1;348
082A005A;2;25;10;0;0;0;0;199;0;0;0;0;0;1;6;0;0;21;0;0;0;0;7;1;272
082A005B;0;40;34;0;0;0;0;258;0;3;0;0;18;0;1;0;0;11;0;0;2;0;0;0;367
082A005C;6;45;59;0;0;2;0;307;0;1;0;0;0;1;3;0;0;16;5;0;0;0;5;0;450
082A006;0;4;4;0;0;0;0;219;0;0;0;0;0;0;0;0;0;249;0;0;0;0;1;0;477
082A007A;18;76;39;0;0;0;0;449;0;0;0;0;0;0;2;0;0;53;0;3;0;0;0;8;648
082A007B;2;65;35;0;1;2;0;434;0;1;1;0;0;0;0;0;0;35;0;1;0;0;11;7;595
082A008;5;169;33;0;1;0;0;250;0;1;0;0;0;4;4;0;0;23;2;0;0;0;13;11;516
082A009;2;21;109;0;2;0;0;149;0;3;0;0;0;0;0;0;0;8;0;0;0;0;2;3;299
082A010;0;0;10;1;0;0;0;30;0;0;0;14;0;0;0;0;0;3;0;0;0;0;0;0;58
098A000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
098A001;12;96;15;0;0;4;0;288;0;19;12;0;0;4;3;0;0;17;2;0;1;0;90;0;563
098A002;23;88;8;0;0;1;0;43;0;19;4;0;0;3;0;0;0;9;0;1;3;0;108;0;310
098A003;27;15;5;1;0;0;0;31;0;15;8;0;0;0;0;1;0;6;0;2;0;0;72;0;183
098A004;3;26;20;0;0;2;0;61;0;17;9;2;0;0;0;1;0;23;0;3;0;0;55;0;222
098A005;7;32;36;0;1;4;0;83;0;4;14;1;0;0;3;0;0;10;0;1;2;0;61;0;259
098A006;12;18;13;0;0;1;0;34;0;9;11;0;0;0;0;0;0;12;0;2;5;0;90;0;207
098A007;9;26;8;0;1;5;0;111;0;0;3;0;0;0;0;0;0;4;0;1;0;0;48;0;216
098A008;3;68;6;0;0;2;0;76;0;9;2;0;0;5;8;0;0;6;0;0;0;0;63;1;249
098A009;1;103;26;2;0;4;0;40;0;16;6;0;0;1;3;0;0;4;0;7;0;0;28;0;241
098A010;2;158;29;2;0;3;0;15;0;4;15;0;0;2;0;0;0;12;0;0;1;0;150;0;393
098A011;1;48;16;0;0;1;0;22;0;3;1;0;0;5;1;1;0;3;0;0;0;0;36;0;138
098A012;0;115;45;0;7;5;0;57;0;5;10;0;0;2;0;1;4;7;0;3;0;0;160;0;421
098A013;2;156;14;0;0;1;0;41;0;16;0;1;0;4;8;1;0;1;2;2;0;0;56;0;305
098A014;41;40;47;0;2;0;0;35;0;36;31;0;0;1;0;0;0;12;0;1;15;0;29;0;290
098A015;30;32;41;0;0;3;0;36;1;44;17;0;0;0;0;0;0;17;0;2;23;0;20;0;266
098A016;26;40;22;0;3;1;0;44;0;33;62;0;0;2;0;0;0;19;0;2;9;0;27;2;292
098A017;8;43;10;1;1;3;0;42;0;6;4;0;0;1;3;0;0;5;0;0;0;0;46;0;173
098A018;82;81;57;0;3;5;0;42;0;31;50;0;0;0;4;0;0;16;0;9;16;0;57;0;453
098A019;5;92;21;0;1;0;0;59;0;18;4;0;1;5;4;0;1;7;0;0;2;0;43;0;263
098A020;35;44;78;0;1;5;0;17;0;21;36;0;0;1;2;0;1;33;0;1;12;0;30;1;318
098A021;73;38;42;0;1;2;0;41;0;30;15;0;0;2;0;0;1;20;1;2;17;0;49;0;334
098A022;44;23;37;0;0;5;0;44;0;36;45;0;0;0;3;0;0;18;0;1;7;0;40;0;303
POŠTOM;43;253;222;160;2;20;0;271;7;14;2;2;0;10;19;2;0;164;6;4;31;17;18;3;1270
ODUSTVO;43;126;263;38;8;17;2;211;3;32;22;29;0;3;30;1;0;54;1;2;12;2;35;7;941
POTVRDJENI;1;2;3;6;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19
Ukupno:;8266;17801;66801;6550;852;5056;34;55435;158;10304;2071;514;43;2447;4714;368;283;22077;307;2807;3058;379;5779;1699;217803
