,BM,BEŠIĆ SENAD - BEŠIĆ SENAD,BLAŽANOVIĆ IVO - DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,ČENAJ PETRIT - ČENAJ PETRIT,DODIK MILORAD - SNSD-DNS-SP,HORIĆ AMIR - BPS-SEFER HALILOVIĆ,"JERKOVIĆ JOSIP - HDZ BIH, HSS, HKDU BIH, HSP HERCEG BOSNE",JOVIČIĆ DRAGOMIR - STRANKA PRAVEDNE POLITIKE,MARKOVIĆ VLADAN - MARKOVIĆ VLADAN,MUHAREMOVIĆ INDIRA - PRVA STRANKA,NEŠKOVIĆ MLADEN - NEŠKOVIĆ MLADEN,PALIĆ SAMIR - SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,SALKIĆ RAMIZ - DOMOVINA,SEDLO TOMA - STRANKA PRAVDE I POVJERENJA,STOJAKOVIĆ SANDA - KOMUNISTIČKA PARTIJA,STOJANOVIĆ MILKO - STOJANOVIĆ MILKO,SULJKANOVIĆ ENES - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,TADIĆ OGNJEN - SAVEZ ZA PROMJENE,TOKIĆ SEJFUDIN - A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,VLAJKI EMIL - PARTIJA EKONOMSKE I SOCIJALNE PRAVDE,Ukupno
,184B012,0,0,0,295,0,0,2,0,0,0,1,2,0,1,1,0,214,0,2,518
,184B013,1,0,0,44,3,0,0,0,0,0,1,30,0,2,0,23,130,28,2,264
,185B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,185B001,0,0,1,258,0,0,3,1,0,0,1,0,0,0,0,0,189,0,2,455
,185B002,0,1,0,262,0,0,4,0,0,1,0,0,1,0,0,0,254,2,1,526
,185B003,0,0,0,206,0,0,3,2,0,0,0,0,0,0,0,0,193,0,0,404
,185B004,0,0,0,134,0,1,1,2,1,1,1,0,0,0,1,0,132,1,2,277
,185B005,0,0,0,97,0,0,0,3,1,0,0,2,0,0,0,0,96,2,1,202
,185B006,0,1,0,150,0,0,3,1,0,0,0,3,0,0,1,0,147,2,1,309
,185B007,1,1,0,151,0,0,0,2,0,0,0,11,0,0,0,0,112,4,0,282
,185B008,0,0,0,85,0,0,2,0,0,0,0,0,1,0,0,0,51,0,0,139
,185B009,0,0,0,190,3,0,2,0,2,0,0,96,0,0,1,9,134,8,0,445
,185B010,0,0,0,30,4,0,0,0,2,0,0,48,0,0,0,2,20,10,0,116
,185B011,0,0,0,279,0,0,5,1,0,2,0,1,0,1,1,0,237,1,1,529
,185B012,1,0,0,1,4,0,0,0,0,0,0,175,0,2,0,5,11,61,0,260
,185B013,0,1,2,267,1,0,5,1,0,0,0,1,0,0,1,0,267,0,3,549
,185B014,0,0,0,110,0,0,1,0,1,0,0,0,0,0,0,0,149,0,0,261
,200C001R,0,0,0,99,0,3,1,1,0,0,0,0,0,0,0,0,94,0,0,198
,200C002R,0,0,0,45,0,1,1,0,0,1,0,0,0,0,0,0,66,0,0,114
,200C003R,0,0,0,27,0,0,1,0,0,0,0,0,0,1,0,0,70,2,0,101
,200C004R,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,29,1,1,62
,200C005R,0,0,1,16,0,1,0,1,0,0,0,0,0,0,1,0,9,0,0,29
,200C006R,0,0,0,68,0,0,0,0,0,1,0,0,0,0,1,0,93,2,3,168
,200C007R,0,0,0,56,0,1,0,0,0,1,0,0,0,0,0,1,84,0,0,143
,200C008R,0,0,0,64,0,0,1,0,0,0,0,0,0,1,0,0,64,1,2,133
,200C009R,0,0,0,65,0,0,0,1,0,0,0,4,0,0,0,1,81,1,0,153
,200C010R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
,200C011R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,200C012R,0,1,0,62,3,0,0,0,0,0,0,10,0,0,0,6,103,10,0,195
,200C013R,0,1,0,24,0,0,1,1,0,0,0,1,0,0,0,0,78,0,0,106
,200C014BR,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,2,1,6,0,18
,200C015R,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,2,1,2,0,11
,200C016R,1,0,0,0,2,0,1,0,3,0,1,3,0,0,0,5,4,4,0,24
,200C017R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5
,200C018R,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,31
,200C019R,0,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,149
,200C020R,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,1,60,0,0,99
,200C021R,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,7,118,1,0,191
,200C022R,0,1,0,45,2,0,1,1,0,0,0,1,0,0,0,5,53,2,0,111
,200C023R,0,0,0,37,2,1,2,0,0,0,0,0,0,0,0,2,85,1,2,132
,200C024R,0,0,0,86,0,2,8,0,0,0,0,1,0,1,0,1,100,0,1,200
,200C025R,0,0,0,98,0,2,1,2,0,0,0,1,0,0,0,1,108,2,1,216
,200C026R,0,0,0,66,0,1,1,0,0,1,0,0,1,2,0,1,131,1,2,207
,200C027R,0,0,0,71,0,1,1,0,0,0,0,0,0,1,0,0,65,0,0,139
,200C028R,0,0,0,59,0,0,3,1,0,0,1,0,0,1,0,6,68,0,0,139
,200C029R,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,4,27,1,0,53
,200C030R,0,0,0,43,0,1,3,0,0,0,1,2,0,1,0,1,57,2,2,113
,200C031R,0,0,0,17,0,1,1,0,1,1,0,0,0,0,0,3,10,0,0,34
,200C032R,0,0,0,36,0,0,1,0,0,1,0,1,0,0,0,0,46,0,0,85
,200C033R,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,39
,200C035R,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,12
,200C036R,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,200C037R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C038R,0,0,0,186,1,1,2,1,0,0,0,0,0,0,0,0,273,0,1,465
,200C039R,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,31
,200C040R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C041R,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,200C042R,0,0,0,57,0,0,0,0,0,0,0,0,0,1,0,0,54,1,0,113
,200C043R,0,0,0,24,1,0,0,1,0,0,0,0,0,0,0,2,31,2,0,61
,200C044R,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,46
,200C045R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,200C046R,0,0,0,20,0,0,5,0,0,0,0,0,0,0,1,0,61,0,0,87
,200C047R,0,0,0,91,0,0,0,0,0,1,0,0,0,1,0,0,159,0,0,252
,200C048BR,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,1,0,8
,200C049R,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,200C050R,0,1,1,252,0,0,3,2,0,1,0,0,0,0,3,0,290,1,1,555
,200C051R,0,0,0,88,1,0,0,0,0,0,0,0,0,0,1,0,111,0,1,202
,200C052R,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,1,80,1,1,143
,200C053R,0,0,0,78,1,0,2,1,0,1,0,1,0,2,0,1,129,1,3,220
,200C054R,0,0,0,66,0,0,1,0,0,0,0,0,0,0,0,1,109,0,0,177
,200C055R,0,1,0,75,0,0,1,0,0,0,1,1,0,0,0,1,132,0,1,213
,200C056R,0,0,0,178,0,1,3,0,0,1,0,0,0,0,0,1,217,0,0,401
,200C057R,0,1,0,203,0,0,0,1,0,0,0,1,0,1,2,1,267,1,3,481
,200C058R,0,1,0,17,1,0,0,0,0,0,0,1,0,1,0,0,30,4,0,55
,200C059R,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,10
,200C060R,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3,0,8
,200C061R,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,2,1,2,0,10
,200C062R,1,0,1,39,1,0,1,0,1,0,0,2,0,2,0,3,38,2,1,92
,200C063R,1,0,0,16,4,0,3,0,4,0,0,5,0,0,0,5,20,6,0,64
,200C064R,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,120
,200C065R,0,0,0,65,0,1,0,1,0,0,0,1,0,0,0,0,86,0,0,154
,200C066R,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,27
,200C067BR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
,200C068R,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,21
,200C069R,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,1,13,2,0,39
,200C070R,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,24
,200C071R,0,0,0,33,1,1,0,0,0,0,0,2,0,2,0,3,36,3,1,82
,200C072R,0,0,0,19,0,0,0,0,0,0,0,1,0,1,0,0,33,2,1,57
,200C073R,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3
,200C074R,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,3,0,12
,200C075R,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4
,200C076R,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
,200C077R,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,97
,200C078R,0,0,0,125,0,0,4,2,0,1,1,0,0,0,0,0,246,0,1,380
,200C079R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,200C080R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C081R,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
,200C082R,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,54,0,2,96
,200C083R,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,7,0,0,13
,200C084R,0,0,0,62,0,1,0,0,0,0,0,0,1,0,0,0,154,0,1,219
,200C085R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,200C086R,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,127
,200C087R,0,0,0,63,0,1,4,1,0,0,0,0,0,0,0,0,85,1,1,156
,200C088R,0,0,0,80,0,1,4,0,0,1,0,0,0,0,0,1,104,0,0,191
,200C089R,0,0,0,112,0,0,2,0,0,0,0,0,0,1,1,1,110,1,3,231
,200C090R,0,0,0,128,0,1,5,0,0,0,0,0,0,0,0,0,145,0,0,279
,200C091R,0,0,0,37,0,0,4,0,0,0,0,0,0,0,0,0,82,0,1,124
,200C092R,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,200C093R,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,2,4,2,0,14
,200C094R,1,0,0,75,0,1,0,1,0,0,0,0,0,0,1,0,119,0,0,198
,200C095R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,200C096R,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,122
,200C097R,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,46
,200C098R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C099R,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,31
,200C100R,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,61,0,1,113
,200C101R,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,200C102R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,200C103R,0,0,0,50,0,1,1,1,0,1,0,0,0,0,0,0,57,0,0,111
,200C104R,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,6
,200C105R,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,7
,200C106R,0,0,0,84,0,0,1,1,0,0,0,1,0,0,0,1,70,0,2,160
,200C108R,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,123
,200C109R,0,0,0,5,1,1,0,0,0,0,0,3,0,0,0,1,5,1,0,17
,200C110R,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,42,0,1,63
,200C111R,0,0,0,5,2,0,0,0,0,0,0,2,1,0,0,3,8,1,0,22
,200C112R,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
,200C113R,0,0,0,65,0,0,4,1,0,0,0,0,0,0,0,1,96,0,0,167
,200C114R,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,25,1,0,37
,200C115R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C116R,0,1,0,223,0,1,0,0,0,0,0,1,0,0,0,0,261,0,1,488
