,BM,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,BPS-SEFER HALILOVIĆ,DEMOKRATSKA FRONTA-ŽELJKO KOMŠIĆ,HDZ 1990 HRVATSKA DEMOKRATSKA ZAJEDNICA,"HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",KOMUNISTIČKA PARTIJA,NARODNA STRANKA RADOM ZA BOLJITAK,NOVI POKRET BIH,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,SBB - FAHRUDIN RADONČIĆ,SDA - STRANKA DEMOKRATSKE AKCIJE,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,SNAGA BIH - HSP BIH-DSI,STRANKA DIJASPORE BOSNE I HERCEGOVINE,STRANKA ZA BOSNU I HERCEGOVINU,UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),Ukupno
,098A012,8,8,53,0,0,1,0,0,0,50,187,29,2,1,69,3,2,413
,098A013,0,7,55,0,0,0,0,0,0,33,57,5,0,0,117,2,0,276
,098A014,1,14,32,0,2,0,8,0,0,26,87,38,0,1,53,2,1,265
,098A015,3,9,32,0,0,3,8,0,0,48,91,17,0,1,34,1,3,250
,098A016,1,7,32,0,0,2,10,0,0,30,121,16,0,5,55,1,2,282
,098A017,0,11,8,0,0,0,3,0,0,7,105,1,0,0,30,0,0,165
,098A018,1,19,69,0,0,0,14,2,0,31,162,46,0,0,37,1,1,383
,098A019,3,1,18,2,0,0,4,0,0,24,88,9,0,1,89,4,0,243
,098A020,2,14,44,1,1,0,6,0,1,42,79,26,0,1,42,1,1,261
,098A021,7,24,36,0,0,1,2,0,0,24,110,51,0,2,48,3,1,309
,098A022,5,8,47,1,0,0,15,0,0,30,99,36,1,0,33,1,1,277
,200C001,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,0,0,8
,200C002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,200C003,0,5,31,1,3,0,1,0,1,11,21,11,0,1,16,0,0,102
,200C004,1,11,26,0,5,0,0,0,0,18,9,4,0,0,16,0,2,92
,200C005,0,0,4,35,197,0,0,0,2,0,0,0,0,0,1,0,2,241
,200C006,0,1,7,2,0,1,1,0,2,3,5,17,0,0,5,0,0,44
,200C007,0,3,10,1,3,0,0,0,2,7,2,12,0,0,4,1,1,46
,200C008,0,0,6,0,3,0,0,0,1,2,0,5,0,0,1,0,0,18
,200C009,0,2,5,0,0,0,0,0,2,3,5,0,0,0,2,0,1,20
,200C010,0,0,4,62,198,0,0,0,0,0,1,0,0,0,0,0,0,265
,200C011,0,0,0,21,69,0,0,0,0,0,0,0,0,0,0,0,8,98
,200C012,5,3,6,0,2,0,1,0,9,6,74,16,0,0,16,0,0,138
,200C013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,200C014A,1,18,36,1,0,2,2,0,0,39,88,66,0,1,11,0,1,266
,200C014B,5,7,44,0,0,0,1,0,0,35,70,46,0,0,29,0,5,242
,200C015,2,8,39,0,0,2,1,0,0,52,70,50,1,0,14,1,9,249
,200C016,2,10,57,0,1,0,2,0,1,39,26,41,28,0,0,0,3,210
,200C017,1,2,8,0,0,1,0,0,0,29,16,28,0,0,18,1,0,104
,200C018,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
,200C019,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,6
,200C020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C021,0,0,12,0,1,0,0,0,2,8,10,1,0,0,0,0,0,34
,200C022,0,2,28,1,2,0,0,0,2,15,7,17,0,0,5,0,0,79
,200C023,0,3,21,0,0,0,0,0,0,6,2,8,0,0,7,0,0,47
,200C024,0,2,14,1,1,0,0,0,3,4,3,10,0,0,2,1,3,44
,200C025,0,1,6,0,6,1,0,0,2,8,4,4,0,0,0,0,0,32
,200C026,1,0,4,0,4,0,0,0,3,8,2,8,0,0,2,0,0,32
,200C027,0,1,3,1,2,0,0,0,0,4,6,4,0,0,3,0,0,24
,200C028,0,1,13,1,6,0,0,0,2,3,1,17,0,0,3,0,0,47
,200C029,1,3,27,1,0,0,0,0,0,8,4,14,0,0,13,0,1,72
,200C030,0,1,20,1,3,2,1,0,4,5,8,6,0,0,0,0,0,51
,200C031,1,1,44,0,0,0,0,0,0,21,2,12,0,0,0,0,0,81
,200C032,1,3,14,0,1,0,0,0,1,6,4,16,0,0,1,0,0,47
,200C033,0,0,3,0,4,0,0,0,1,0,1,0,0,0,0,0,1,10
,200C034,0,1,5,0,0,0,0,0,0,3,37,6,0,0,17,0,0,69
,200C035,5,4,33,0,2,0,1,0,1,18,40,27,0,0,18,0,2,151
,200C036,0,0,1,10,107,0,0,0,1,0,0,0,0,0,0,1,0,120
,200C037,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,71
,200C038,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,6
,200C039,0,0,0,2,58,0,0,0,0,0,0,0,0,0,0,0,0,60
,200C040,1,0,0,9,105,0,0,0,0,0,0,0,0,0,0,0,0,115
,200C041,0,0,2,57,192,0,0,0,0,0,0,0,0,0,0,0,1,252
,200C042,1,2,7,3,1,0,0,0,0,11,13,6,0,0,0,0,1,45
,200C043,1,3,24,1,0,0,0,0,3,17,36,16,0,0,8,0,0,109
,200C044,0,0,1,2,98,0,0,0,0,0,0,0,0,0,0,0,0,101
,200C045,0,0,0,6,129,0,0,0,0,0,0,0,0,0,0,0,0,135
,200C046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,200C048A,1,10,21,0,1,3,2,1,0,44,176,44,0,0,27,0,2,332
,200C048B,1,9,48,0,0,0,1,0,0,17,137,35,1,2,22,1,1,275
,200C049,0,0,3,15,106,0,0,0,0,0,0,1,0,0,0,0,17,142
,200C050,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1,0,0,7
,200C051,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
,200C052,0,0,2,0,1,0,0,0,1,3,0,1,0,0,3,0,0,11
,200C053,1,1,13,2,2,0,1,0,0,10,8,6,0,1,1,0,0,46
,200C054,0,5,13,2,3,0,1,0,0,16,9,12,0,0,3,1,0,65
,200C055,0,0,11,0,2,0,0,0,0,9,2,19,0,0,1,0,0,44
,200C056,0,1,1,1,10,0,0,0,2,1,0,0,0,0,0,1,0,17
,200C057,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4
,200C058,0,1,23,0,0,0,0,0,2,15,36,20,0,0,11,1,0,109
,200C059,0,2,40,0,0,0,0,0,0,11,8,12,0,0,10,0,2,85
,200C060,2,4,45,0,2,1,0,0,0,28,25,28,0,1,18,0,0,154
,200C061,0,16,35,0,0,1,0,0,0,34,29,18,0,0,8,0,1,142
,200C062,0,5,34,1,5,2,0,0,0,24,21,34,0,1,4,1,0,132
,200C063,1,8,33,0,1,0,0,0,1,28,30,24,0,0,11,0,1,138
,200C064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C065,0,0,0,7,45,0,0,0,3,0,0,0,2,0,0,0,0,57
,200C066,0,1,0,4,16,0,0,0,0,0,1,1,0,0,1,0,0,24
,200C067A,3,5,29,0,0,1,1,0,0,36,235,38,0,0,15,0,1,364
,200C067B,5,4,18,0,2,0,1,0,0,14,210,26,0,0,14,1,1,296
,200C068,0,0,0,6,10,0,0,0,0,0,0,1,0,0,0,0,0,17
,200C069,0,4,19,0,1,0,0,0,0,14,19,25,0,0,15,0,0,97
,200C070,0,6,54,0,2,0,0,0,0,21,28,27,0,0,11,0,0,149
,200C071,1,7,18,0,2,0,0,0,0,16,17,17,0,0,10,0,0,88
,200C072,1,5,14,0,0,1,0,0,0,18,18,27,1,0,12,0,0,97
,200C073,2,4,29,0,0,0,0,0,0,44,101,24,0,0,6,3,0,213
,200C074,3,4,25,0,8,1,0,1,0,26,74,32,0,0,18,0,2,194
,200C075,2,4,21,0,0,0,0,0,0,83,126,133,0,0,14,0,0,383
,200C076,0,0,7,4,64,0,0,0,0,0,0,0,0,0,0,0,1,76
,200C078,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
,200C079,0,0,1,24,39,0,0,0,0,0,0,0,0,0,0,0,0,64
,200C080,0,4,10,0,2,2,2,0,0,17,25,11,0,0,15,0,0,88
,200C081,1,4,17,0,0,0,1,0,0,32,112,52,0,0,78,0,3,300
,200C082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C083,1,14,17,0,1,0,0,0,0,58,16,7,0,0,11,1,1,127
,200C084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C085,0,4,20,0,0,0,1,0,0,8,165,60,0,0,45,3,1,307
,200C086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C087,0,2,9,2,1,0,0,0,4,5,0,2,0,0,5,0,0,30
,200C088,0,4,9,1,4,1,0,0,4,2,0,3,0,0,2,0,0,30
,200C089,0,0,4,0,1,1,0,0,3,5,4,5,0,0,1,0,1,25
,200C090,0,0,6,1,7,0,0,0,2,3,4,1,0,0,2,0,0,26
,200C091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C092,0,7,23,2,0,0,1,0,0,24,40,25,1,0,17,0,1,141
,200C093,0,11,26,0,0,0,0,0,0,25,34,21,0,0,31,1,0,149
,200C094,0,0,1,0,1,0,0,0,3,1,1,1,0,0,0,0,0,8
,200C095,0,0,0,7,108,0,0,0,0,0,0,0,0,0,0,1,2,118
,200C096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,200C097,0,0,0,19,37,0,0,0,0,0,0,0,0,0,0,0,0,56
,200C098,0,0,1,10,28,0,0,0,0,3,0,6,0,0,0,0,1,49
,200C099,0,0,1,45,48,0,0,0,2,0,0,0,0,0,0,1,0,97
,200C100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,200C101,0,0,1,70,114,0,0,0,0,0,0,0,0,0,0,0,0,185
,200C102,0,0,0,0,0,0,0,0,0,3,3,1,0,0,6,0,0,13
,200C103,1,4,25,0,2,0,0,0,1,17,11,8,0,0,5,0,0,74
,200C104,2,2,8,0,0,0,0,0,0,9,8,11,0,0,4,0,0,44
,200C105,2,6,13,0,0,0,0,0,0,35,42,28,1,0,29,1,0,157
,200C106,0,1,2,0,4,0,0,0,3,5,1,2,0,0,1,0,0,19
,200C107,1,6,3,0,0,0,0,0,0,3,50,10,0,0,13,0,0,86
,200C108,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
,200C109,1,5,39,0,1,0,0,2,0,40,33,15,0,0,9,0,1,146
,200C110,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
,200C111,3,9,33,0,0,1,0,0,0,31,51,20,0,0,32,0,1,181
,200C112,0,2,7,0,0,0,0,0,0,36,11,10,0,0,4,0,2,72
,200C113,0,1,9,0,6,0,0,0,4,1,0,3,0,0,0,0,0,24
,200C114,3,6,41,0,0,0,1,0,3,29,14,8,0,0,10,1,0,116
,200C115,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,46
,200C116,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,1,0,11
