,BM,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,BPS-SEFER HALILOVIĆ,DEMOKRATSKA FRONTA-ŽELJKO KOMŠIĆ,HDZ 1990 HRVATSKA DEMOKRATSKA ZAJEDNICA,"HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",KOMUNISTIČKA PARTIJA,LABURISTIČKA STRANKA BOSNE I HERCEGOVINE LABURISTI BIH,NARODNA STRANKA RADOM ZA BOLJITAK,NAŠA STRANKA,NOVI POKRET BIH,PDP-NDP,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,SBB - FAHRUDIN RADONČIĆ,SDA - STRANKA DEMOKRATSKE AKCIJE,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,SNAGA BIH - HSP BIH-DSI,STRANKA DIJASPORE BOSNE I HERCEGOVINE,STRANKA ZA BOSNU I HERCEGOVINU,UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),Ukupno
,139A059,1,17,119,9,7,4,0,4,47,0,0,1,64,37,22,4,1,7,2,3,349
,139A060,5,19,114,4,3,5,0,2,29,0,1,3,46,45,30,2,2,4,4,0,318
,139A061,3,17,82,1,7,1,0,4,33,1,0,10,53,37,25,2,4,3,1,4,288
,139A062,2,9,109,3,4,8,0,1,23,8,0,4,56,67,30,0,2,11,1,8,346
,139A063,0,12,96,3,3,4,0,0,34,1,2,7,50,41,22,0,0,6,3,7,291
,139A064,2,7,102,3,12,0,0,0,30,1,2,2,44,38,27,1,0,7,9,2,289
,139A065,0,5,71,2,7,5,0,1,24,0,0,1,42,35,23,3,1,7,3,5,235
,139A066,4,9,114,1,13,2,0,0,36,2,0,1,59,56,12,5,3,1,8,4,330
,139A067,2,17,117,4,14,1,0,2,51,2,1,0,47,121,30,6,0,15,4,9,443
,139A068,1,18,156,8,12,6,1,2,40,0,1,2,52,53,23,1,6,14,5,4,405
,139A069,2,11,156,10,16,8,0,0,67,0,1,5,75,72,53,1,3,11,8,6,505
,139A070,5,11,76,0,10,2,0,1,34,2,1,8,40,49,23,5,4,2,6,1,280
,139A071,3,22,91,5,6,4,0,4,25,2,0,2,65,62,15,6,0,5,2,6,325
,139A072,4,7,103,2,8,2,0,3,43,0,0,1,48,60,32,2,4,10,6,1,336
,139A073,4,14,117,5,10,3,1,3,21,1,0,6,53,48,39,2,1,4,6,5,343
,139A074,3,9,120,2,10,2,0,2,36,1,1,6,57,39,25,4,1,2,2,1,323
,139A075,3,4,102,6,3,3,0,1,35,1,0,3,54,70,20,0,0,8,3,3,319
,139A076,0,9,135,5,9,7,0,1,42,2,0,2,57,74,28,7,3,10,3,3,397
,139A077,5,11,113,5,18,4,0,0,48,0,0,8,51,62,19,0,3,3,5,2,357
,139A078,2,6,94,11,11,6,0,1,41,0,1,7,50,53,51,1,2,6,5,1,349
,139A079,1,10,74,9,7,4,0,1,28,0,0,1,34,23,21,4,1,14,0,5,237
,139A080,1,11,102,6,13,6,0,0,54,0,0,3,48,47,37,1,2,4,3,14,352
,139A081,0,10,124,18,9,6,0,1,48,2,1,7,84,31,31,1,1,6,7,2,389
,139A082,4,9,81,4,13,1,0,4,20,3,0,0,63,59,27,1,1,6,6,1,303
,139A083,4,19,119,10,7,0,0,5,23,0,0,5,72,57,20,3,0,9,9,4,366
,139A084,1,13,96,2,1,3,0,1,9,0,0,1,112,77,10,2,2,10,3,5,348
,139A085,9,22,123,0,0,1,0,2,7,2,0,2,88,152,15,6,4,14,3,5,455
,139A086,5,12,76,0,2,2,1,5,15,4,0,0,97,95,30,6,7,19,5,1,382
,139A087,3,10,84,3,5,0,1,3,3,0,0,2,24,57,12,1,0,6,1,6,221
,139A088,2,20,111,1,5,1,0,7,11,2,1,2,69,89,22,1,6,3,6,4,363
,139A089,1,18,102,0,0,1,0,0,8,4,1,1,90,153,16,0,1,5,3,1,405
,139A090,6,32,86,0,0,0,0,3,2,0,0,1,77,114,8,1,2,5,2,4,343
,139A091,5,23,65,4,0,1,0,2,8,1,0,1,58,81,20,4,2,4,4,5,288
,139A092,8,24,70,1,0,2,0,3,3,3,0,0,57,117,13,0,2,6,0,3,312
,139A093,11,23,87,0,0,3,0,1,11,0,0,0,50,151,11,0,1,6,4,3,362
,139A094,3,10,82,0,1,3,0,2,15,0,0,1,56,72,31,1,1,12,9,2,301
,139A095,6,11,89,1,0,1,2,0,10,10,0,1,56,97,28,1,2,6,4,2,327
,139A096,5,27,101,0,1,3,0,3,12,0,0,0,81,113,25,1,3,12,5,0,392
,139A097,2,12,86,1,5,2,0,0,18,0,0,1,91,77,20,3,5,5,5,1,334
,139A098,8,21,109,0,0,2,0,0,13,1,0,0,100,86,30,3,3,8,4,3,391
,139A099,2,30,106,0,2,1,0,5,30,5,0,0,83,121,25,2,4,20,2,3,441
,139A100,5,17,72,0,0,6,0,0,7,1,0,0,66,150,10,2,6,1,2,1,346
,139A101,5,16,58,0,0,0,0,1,5,5,0,0,75,84,14,0,0,1,1,6,271
,141A000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,141A001,5,3,111,1,0,0,1,0,5,0,0,2,22,140,108,1,0,31,1,3,434
,141A002,5,0,111,0,0,0,1,0,0,0,0,0,4,44,86,3,1,2,4,4,265
,141A003,0,0,53,0,0,0,0,1,0,0,0,0,4,34,34,0,0,0,0,2,128
,141A004,1,3,85,0,0,0,0,1,2,0,1,1,27,191,171,1,2,18,1,4,509
,141A005,14,3,92,0,0,0,0,0,2,0,0,0,27,70,68,0,0,68,2,0,346
,143A001,0,12,40,0,0,0,0,1,0,0,0,4,51,268,35,4,22,8,1,0,446
,165A000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,165A001,5,13,113,0,0,1,0,1,2,1,0,3,91,144,32,2,27,9,1,5,450
,165A002,7,20,75,0,0,0,0,7,0,8,0,4,66,161,36,1,5,8,2,3,403
,165A003,10,8,19,0,0,0,0,0,0,3,0,4,15,28,4,0,1,1,1,2,96
,167A000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,167A001,2,25,119,0,0,1,1,2,5,7,0,0,90,115,47,1,16,29,0,10,470
,167A002,1,23,74,0,0,0,0,1,3,1,1,6,74,90,39,0,12,31,6,0,362
,167A003,0,27,97,0,1,0,0,0,1,4,1,6,98,77,18,3,17,21,2,12,385
,167A004,0,17,99,0,1,0,0,1,0,3,0,1,77,98,33,0,8,29,8,3,378
,167A005,1,28,96,0,0,0,0,3,2,8,0,6,73,92,37,2,8,13,0,1,370
,167A006,1,24,117,0,1,0,0,0,5,6,0,0,87,86,34,0,9,14,0,6,390
,167A007,3,18,84,0,0,0,0,2,0,2,1,4,45,113,16,2,6,24,2,3,325
,167A008,3,8,112,0,1,0,0,0,4,3,0,5,73,98,19,1,4,53,2,2,388
,167A009,2,26,79,0,0,0,3,2,1,8,0,11,51,161,15,1,1,44,2,3,410
,167A010,0,20,93,1,0,2,0,2,1,6,0,2,77,51,24,1,8,46,6,2,342
,167A011,1,24,98,0,2,1,0,3,4,5,0,3,74,103,40,2,7,38,5,0,410
,167A012,1,23,69,0,1,0,0,5,1,3,0,22,85,90,21,1,8,23,3,1,357
,167A013,0,29,120,0,0,4,0,1,5,2,0,6,91,114,37,3,8,36,4,1,461
,167A014,3,15,86,0,0,0,0,0,2,5,0,0,90,78,25,2,9,48,8,6,377
,167A015,2,39,114,0,0,0,0,2,4,4,0,0,107,92,34,3,20,43,6,3,473
,167A016,2,25,108,0,1,0,0,1,3,2,0,3,100,100,36,0,7,25,10,2,425
,167A017,1,13,61,0,0,0,0,0,0,8,0,0,68,91,12,1,7,14,0,1,277
,167A018,0,1,16,0,0,0,0,0,0,2,0,3,12,35,9,0,5,10,1,0,94
,167A019,5,22,77,0,0,1,1,1,0,5,0,0,78,84,15,2,17,16,6,1,331
,167A020,1,26,56,0,1,1,2,1,0,4,0,2,56,92,14,1,12,21,0,1,291
,167A021,1,11,103,0,0,0,0,1,3,7,0,2,81,70,21,0,21,27,1,2,351
,167A022,2,13,82,0,0,0,0,0,0,7,0,0,56,125,25,1,31,31,3,1,377
,167A023,5,23,65,0,0,0,0,2,1,1,0,0,49,143,8,6,13,14,0,0,330
,167A024,2,11,44,0,0,0,0,3,0,18,0,0,93,57,23,2,10,20,0,2,285
,167A025,1,1,10,0,0,0,0,1,0,9,0,0,64,49,20,2,2,19,3,1,182
,167A026,1,16,114,0,1,1,0,3,2,8,1,6,112,101,61,0,2,34,5,1,469
,167A027,1,28,109,0,0,2,0,0,4,5,0,5,77,96,47,1,5,27,2,4,413
,167A028,2,30,70,0,0,1,0,3,0,0,0,0,57,80,25,0,19,35,1,1,324
,167A029,2,25,59,0,0,1,0,5,0,9,0,0,69,96,9,2,12,47,2,1,339
,167A030,3,27,47,0,0,0,0,2,1,0,0,0,44,39,12,0,5,14,3,2,199
,167A031,1,14,52,0,0,1,0,1,1,2,0,0,52,56,10,0,7,11,2,1,211
